"file";"ID";"N";"M";"SD";"method";"result"
"N264_M3_SD1_r0.5_I5S9Z4V1";"I5S9Z4V1";"264";"3";0.5;"random";"3, 2, 1, 1, 2, 4, 3, 4, 1, 2, 3, 4, 1, 1, 1, 3, 2, 4, 4, 1, 1, 3, 1, 1, 1, 1, 1, 3, 4, 2, 2, 2, 2, 4, 4, 2, 2, 3, 3, 2, 2, 3, 4, 2, 1, 4, 2, 1, 4, 4, 2, 3, 3, 2, 1, 2, 1, 1, 2, 2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 2, 3, 4, 3, 2, 4, 2, 3, 2, 4, 4, 3, 1, 3, 3, 1, 3, 2, 3, 1, 1, 4, 3, 2, 3, 1, 4, 1, 1, 3, 1, 3, 3, 4, 3, 1, 4, 1, 2, 3, 4, 1, 4, 4, 2, 4, 3, 3, 3, 3, 1, 2, 4, 4, 2, 3, 3, 2, 1, 2, 1, 3, 3, 4, 4, 1, 4, 4, 3, 3, 2, 2, 2, 3, 3, 3, 4, 2, 1, 4, 3, 1, 2, 4, 2, 1, 4, 3, 4, 4, 3, 4, 4, 1, 3, 1, 1, 4, 4, 1, 2, 4, 2, 2, 2, 3, 1, 4, 2, 1, 1, 1, 4, 2, 1, 3, 2, 4, 4, 3, 1, 4, 1, 4, 2, 3, 2, 2, 3, 1, 1, 4, 1, 4, 3, 3, 4, 2, 4, 2, 2, 2, 4, 3, 2, 4, 4, 1, 4, 2, 3, 1, 3, 4, 2, 1, 3, 4, 4, 4, 3, 2, 4, 2, 3, 1, 1, 2, 4, 2, 1, 4, 3, 1, 1, 4, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 1, 1, 2, 3, 3, 4, 1, 1, 3"
"N264_M9_SD3_r0.1_N7Q8D0U4";"N7Q8D0U4";"264";"9";0.1;"diversity";"3, 1, 1, 3, 1, 2, 2, 1, 4, 3, 1, 1, 2, 3, 4, 1, 3, 2, 4, 1, 1, 1, 2, 3, 2, 2, 4, 4, 1, 2, 3, 3, 1, 3, 3, 2, 4, 2, 3, 3, 1, 4, 3, 1, 2, 1, 2, 2, 1, 2, 4, 1, 2, 1, 1, 4, 1, 4, 3, 1, 2, 4, 4, 4, 3, 3, 3, 1, 4, 3, 2, 3, 2, 4, 4, 1, 1, 3, 1, 3, 4, 2, 2, 1, 1, 2, 1, 2, 3, 2, 3, 1, 3, 1, 2, 3, 2, 3, 4, 1, 3, 1, 2, 3, 3, 3, 4, 2, 3, 2, 1, 4, 3, 4, 2, 2, 2, 3, 1, 1, 3, 1, 4, 2, 1, 2, 3, 1, 4, 4, 4, 2, 2, 1, 4, 3, 2, 3, 1, 4, 1, 2, 4, 2, 2, 2, 1, 3, 3, 1, 4, 4, 3, 1, 4, 2, 4, 2, 4, 4, 3, 1, 4, 4, 4, 1, 3, 4, 3, 3, 4, 3, 3, 3, 2, 1, 2, 1, 3, 1, 2, 4, 2, 4, 1, 1, 2, 4, 1, 4, 2, 3, 4, 1, 2, 4, 2, 2, 2, 4, 3, 1, 4, 1, 2, 3, 3, 4, 1, 2, 3, 3, 4, 1, 1, 2, 2, 4, 2, 1, 4, 4, 4, 3, 3, 1, 4, 4, 1, 2, 4, 2, 1, 1, 4, 1, 2, 4, 1, 4, 4, 2, 2, 4, 3, 3, 2, 2, 3, 3, 4, 1, 2, 3, 4, 2, 3, 3, 4, 3, 4, 3, 3, 4"
"N264_M9_SD3_r0.1_N7Q8D0U4";"N7Q8D0U4";"264";"9";0.1;"k-means";"4, 3, 3, 4, 4, 4, 2, 2, 2, 1, 4, 4, 2, 1, 4, 1, 2, 2, 4, 2, 4, 1, 3, 3, 2, 1, 4, 2, 2, 1, 1, 3, 1, 4, 1, 3, 3, 3, 1, 4, 1, 4, 2, 2, 4, 2, 2, 1, 3, 3, 3, 1, 2, 3, 2, 3, 4, 4, 3, 4, 3, 2, 3, 3, 3, 3, 4, 3, 4, 1, 3, 3, 3, 3, 2, 1, 1, 4, 3, 3, 2, 1, 4, 2, 1, 1, 3, 2, 4, 4, 3, 1, 3, 2, 3, 1, 4, 4, 3, 2, 1, 1, 1, 2, 1, 1, 2, 2, 3, 4, 4, 3, 4, 3, 1, 4, 2, 3, 3, 4, 1, 4, 2, 1, 1, 4, 1, 2, 3, 4, 4, 2, 2, 2, 2, 2, 1, 3, 4, 1, 2, 2, 2, 2, 1, 3, 3, 2, 2, 1, 3, 4, 2, 1, 4, 1, 1, 3, 3, 1, 3, 3, 4, 4, 2, 4, 1, 2, 3, 3, 1, 3, 4, 4, 4, 1, 2, 1, 2, 3, 4, 4, 4, 4, 2, 1, 2, 2, 1, 1, 4, 4, 2, 2, 2, 2, 2, 1, 2, 4, 1, 4, 1, 3, 1, 1, 3, 3, 2, 4, 1, 2, 4, 4, 1, 4, 4, 4, 4, 1, 3, 2, 1, 2, 4, 3, 2, 4, 1, 3, 1, 1, 3, 1, 4, 4, 3, 2, 3, 1, 1, 4, 2, 2, 1, 4, 2, 2, 2, 4, 2, 4, 1, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3"
"N264_M9_SD3_r0.1_N7Q8D0U4";"N7Q8D0U4";"264";"9";0.1;"kplus";"4, 2, 3, 2, 2, 4, 1, 4, 2, 2, 1, 4, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 2, 4, 1, 4, 3, 4, 2, 1, 2, 3, 4, 4, 4, 4, 3, 3, 2, 2, 4, 1, 3, 4, 2, 1, 1, 1, 2, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 2, 2, 4, 2, 4, 2, 3, 1, 1, 3, 3, 4, 2, 3, 3, 2, 2, 3, 1, 1, 1, 3, 1, 3, 2, 4, 4, 1, 1, 1, 2, 1, 4, 3, 3, 3, 2, 1, 3, 4, 2, 2, 2, 2, 1, 2, 4, 4, 4, 1, 3, 2, 2, 3, 2, 4, 1, 2, 1, 3, 3, 1, 4, 3, 4, 2, 1, 1, 4, 4, 3, 4, 1, 4, 1, 3, 4, 4, 2, 1, 2, 3, 1, 3, 1, 3, 4, 1, 3, 3, 3, 3, 4, 2, 4, 3, 2, 4, 3, 3, 2, 3, 3, 1, 4, 3, 2, 3, 2, 1, 3, 2, 2, 4, 3, 2, 1, 4, 4, 3, 1, 1, 3, 1, 1, 2, 2, 4, 1, 3, 4, 4, 3, 3, 2, 1, 4, 2, 4, 3, 1, 3, 2, 2, 3, 4, 1, 3, 1, 2, 3, 2, 3, 3, 1, 2, 1, 4, 2, 1, 1, 2, 3, 4, 3, 3, 2, 2, 1, 4, 3, 2, 2, 3, 4, 3, 3, 3, 3, 3, 4, 3, 2, 4, 1, 2, 4, 1, 2, 4, 1, 1, 2, 2, 2, 4, 4, 3, 1, 2, 1, 2, 1, 1, 1"
"N264_M9_SD3_r0.1_N7Q8D0U4";"N7Q8D0U4";"264";"9";0.1;"kplus-skew-kurtosis";"1, 3, 3, 3, 3, 4, 2, 3, 2, 3, 1, 4, 2, 1, 2, 4, 4, 4, 2, 1, 3, 3, 4, 1, 3, 4, 1, 4, 1, 1, 2, 3, 3, 2, 4, 4, 3, 3, 1, 3, 4, 3, 1, 3, 3, 3, 3, 3, 2, 2, 4, 1, 2, 2, 1, 4, 4, 3, 1, 2, 2, 2, 4, 4, 3, 1, 3, 3, 1, 1, 1, 2, 3, 1, 1, 4, 2, 3, 4, 4, 2, 1, 3, 4, 2, 1, 2, 2, 2, 1, 4, 4, 1, 3, 2, 1, 2, 1, 2, 1, 4, 1, 4, 3, 1, 4, 4, 4, 4, 1, 2, 2, 2, 2, 2, 4, 4, 4, 1, 4, 1, 3, 1, 1, 2, 3, 4, 1, 2, 1, 4, 3, 4, 3, 2, 2, 4, 4, 3, 4, 1, 1, 3, 1, 4, 4, 4, 2, 4, 2, 1, 3, 1, 4, 3, 4, 3, 3, 1, 1, 3, 2, 3, 2, 1, 2, 1, 4, 3, 3, 2, 2, 1, 3, 3, 1, 3, 3, 4, 2, 4, 1, 3, 4, 3, 2, 3, 4, 2, 2, 2, 3, 4, 4, 2, 1, 2, 1, 3, 3, 4, 1, 1, 2, 3, 3, 4, 2, 1, 4, 4, 2, 2, 3, 4, 2, 1, 3, 4, 2, 3, 4, 2, 3, 3, 1, 2, 1, 2, 2, 3, 3, 2, 4, 1, 1, 4, 2, 2, 2, 2, 4, 1, 4, 4, 3, 1, 1, 4, 1, 2, 2, 3, 1, 2, 1, 1, 4, 1, 1, 4, 3, 2, 3"
"N264_M9_SD3_r0.1_N7Q8D0U4";"N7Q8D0U4";"264";"9";0.1;"kplus-correlation";"1, 3, 1, 1, 1, 1, 4, 4, 4, 4, 3, 2, 2, 3, 4, 3, 2, 1, 2, 4, 4, 3, 1, 2, 3, 4, 3, 2, 1, 1, 2, 1, 3, 2, 4, 4, 4, 1, 4, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2, 4, 1, 1, 2, 3, 2, 1, 1, 1, 4, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 2, 3, 1, 2, 1, 3, 3, 4, 4, 3, 2, 2, 1, 2, 3, 4, 2, 1, 3, 4, 3, 4, 3, 2, 1, 4, 4, 4, 2, 3, 2, 4, 3, 1, 2, 4, 2, 3, 4, 1, 3, 4, 4, 4, 3, 3, 2, 1, 3, 3, 3, 2, 2, 1, 4, 3, 1, 4, 3, 4, 2, 3, 4, 2, 1, 3, 2, 4, 4, 3, 4, 3, 4, 3, 3, 4, 1, 3, 3, 4, 1, 3, 4, 2, 2, 2, 4, 4, 2, 4, 3, 1, 1, 2, 3, 4, 2, 3, 3, 4, 4, 3, 1, 4, 3, 4, 1, 1, 1, 2, 1, 1, 4, 1, 3, 2, 4, 3, 1, 4, 1, 1, 2, 3, 3, 3, 3, 4, 2, 1, 3, 3, 1, 4, 4, 4, 4, 1, 4, 2, 1, 3, 2, 1, 3, 4, 2, 2, 4, 3, 2, 1, 2, 3, 1, 3, 2, 2, 4, 4, 2, 4, 3, 4, 4, 2, 3, 1, 3, 1, 3, 3, 2, 3, 4, 4, 1, 1, 2, 1, 2, 2, 3, 4, 2, 1, 1, 3, 2"
"N264_M9_SD3_r0.1_N7Q8D0U4";"N7Q8D0U4";"264";"9";0.1;"random";"1, 4, 3, 4, 1, 2, 3, 2, 4, 2, 3, 3, 4, 2, 4, 2, 2, 4, 1, 3, 3, 4, 4, 3, 4, 3, 1, 2, 4, 3, 1, 3, 3, 1, 1, 3, 1, 4, 3, 2, 2, 2, 2, 2, 2, 1, 4, 4, 2, 2, 2, 3, 1, 3, 4, 2, 3, 4, 1, 4, 3, 1, 3, 1, 1, 3, 3, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 3, 1, 4, 3, 1, 4, 2, 2, 1, 4, 1, 1, 4, 4, 3, 4, 1, 4, 3, 1, 4, 4, 1, 2, 3, 3, 1, 4, 3, 3, 2, 2, 1, 1, 4, 1, 1, 1, 4, 3, 3, 4, 1, 3, 1, 3, 4, 2, 4, 2, 2, 4, 2, 1, 4, 3, 2, 1, 2, 3, 2, 3, 2, 3, 1, 3, 1, 1, 2, 2, 4, 3, 2, 4, 1, 2, 2, 1, 4, 3, 4, 4, 4, 4, 4, 3, 3, 3, 2, 1, 1, 2, 3, 1, 4, 2, 4, 2, 4, 1, 1, 4, 3, 2, 2, 4, 2, 3, 1, 4, 1, 3, 2, 1, 1, 2, 3, 3, 2, 4, 3, 4, 1, 4, 3, 4, 2, 4, 1, 1, 4, 3, 3, 2, 4, 3, 4, 2, 3, 3, 4, 4, 3, 1, 2, 4, 1, 1, 1, 3, 3, 1, 2, 2, 4, 4, 4, 2, 1, 2, 2, 4, 3, 4, 3, 1, 2, 2, 2, 1, 1, 4, 3, 4, 1, 4, 1, 3, 3, 2, 2, 2, 2, 3, 2, 3, 2"
"N288_M4_SD3_r0.2_N9L4F2T8";"N9L4F2T8";"288";"4";0.2;"diversity";"1, 4, 4, 2, 4, 3, 2, 1, 2, 3, 4, 4, 4, 3, 2, 3, 1, 1, 3, 2, 3, 1, 2, 3, 1, 3, 2, 4, 4, 3, 1, 1, 1, 1, 4, 2, 4, 2, 3, 4, 1, 4, 3, 2, 2, 4, 1, 1, 4, 3, 2, 4, 2, 4, 4, 4, 1, 2, 2, 3, 4, 1, 1, 3, 1, 1, 1, 4, 4, 1, 2, 1, 1, 2, 3, 3, 2, 4, 2, 3, 1, 3, 3, 2, 2, 4, 4, 2, 1, 2, 2, 1, 4, 1, 3, 1, 3, 4, 4, 3, 4, 2, 3, 1, 4, 2, 3, 3, 3, 1, 3, 3, 3, 1, 3, 2, 1, 3, 2, 2, 2, 1, 3, 3, 2, 3, 3, 3, 4, 1, 3, 4, 1, 4, 4, 2, 2, 4, 4, 2, 2, 3, 4, 3, 3, 2, 4, 3, 2, 4, 3, 3, 3, 4, 4, 2, 1, 3, 2, 1, 2, 3, 4, 4, 2, 1, 3, 2, 4, 3, 4, 3, 1, 1, 2, 1, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 4, 4, 2, 3, 1, 4, 3, 1, 1, 3, 3, 4, 2, 3, 1, 3, 4, 4, 2, 1, 4, 4, 4, 3, 2, 3, 1, 1, 3, 1, 3, 1, 1, 4, 1, 3, 2, 1, 1, 3, 2, 2, 4, 4, 4, 3, 4, 1, 2, 2, 1, 2, 4, 1, 2, 4, 1, 3, 4, 3, 1, 4, 2, 3, 2, 2, 2, 4, 1, 4, 2, 1, 3, 2, 1, 4, 2, 1, 2, 4, 1, 1, 3, 2, 4, 4, 2, 2, 1, 2, 4, 2, 3, 4, 2, 4, 3, 3, 1, 2, 1, 4"
"N288_M4_SD3_r0.2_N9L4F2T8";"N9L4F2T8";"288";"4";0.2;"k-means";"2, 4, 2, 4, 4, 2, 3, 4, 4, 2, 3, 1, 1, 3, 1, 4, 4, 1, 3, 2, 2, 2, 4, 1, 4, 4, 3, 3, 2, 4, 1, 3, 1, 2, 4, 4, 3, 3, 1, 2, 3, 3, 1, 1, 3, 4, 2, 4, 3, 2, 4, 3, 4, 3, 1, 4, 2, 3, 3, 3, 2, 2, 4, 3, 2, 1, 2, 2, 2, 1, 2, 2, 3, 2, 1, 3, 2, 2, 4, 4, 4, 2, 3, 3, 3, 3, 2, 2, 2, 3, 1, 3, 3, 4, 4, 1, 1, 1, 3, 4, 4, 3, 3, 1, 2, 1, 1, 2, 4, 2, 4, 3, 1, 1, 3, 3, 4, 1, 1, 4, 3, 4, 1, 3, 1, 2, 1, 1, 3, 2, 4, 3, 2, 4, 4, 1, 1, 4, 3, 2, 4, 1, 3, 4, 3, 2, 1, 4, 4, 4, 3, 2, 4, 1, 2, 2, 4, 1, 3, 2, 2, 1, 4, 3, 4, 3, 1, 3, 4, 4, 3, 3, 1, 2, 4, 1, 3, 1, 2, 2, 1, 1, 3, 4, 3, 4, 4, 3, 2, 4, 4, 3, 4, 2, 3, 2, 3, 4, 2, 4, 3, 3, 1, 2, 1, 1, 1, 3, 3, 1, 4, 2, 1, 2, 1, 2, 1, 2, 3, 3, 2, 2, 1, 4, 3, 1, 4, 1, 3, 2, 4, 4, 2, 1, 1, 3, 4, 1, 2, 3, 2, 2, 4, 2, 3, 1, 2, 1, 1, 4, 2, 1, 2, 1, 4, 4, 1, 2, 1, 2, 1, 3, 3, 3, 4, 2, 1, 4, 3, 1, 2, 3, 2, 1, 2, 1, 4, 1, 4, 1, 2, 3, 2, 4, 1, 4, 1, 4"
"N288_M4_SD3_r0.2_N9L4F2T8";"N9L4F2T8";"288";"4";0.2;"kplus";"1, 1, 1, 2, 4, 2, 1, 4, 4, 1, 2, 3, 3, 2, 2, 2, 2, 1, 3, 3, 3, 4, 2, 3, 4, 2, 4, 4, 2, 1, 1, 2, 1, 3, 1, 3, 4, 2, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 3, 2, 3, 4, 2, 1, 1, 2, 2, 1, 2, 1, 4, 4, 2, 3, 2, 2, 3, 3, 2, 3, 3, 4, 1, 4, 3, 3, 2, 4, 2, 1, 3, 2, 1, 2, 2, 4, 3, 2, 4, 1, 1, 4, 4, 4, 3, 1, 2, 3, 3, 1, 2, 3, 4, 4, 1, 3, 3, 4, 3, 1, 3, 3, 1, 3, 4, 1, 2, 3, 3, 4, 3, 2, 2, 2, 2, 4, 3, 1, 2, 1, 2, 3, 1, 1, 3, 2, 4, 3, 4, 4, 1, 4, 1, 1, 1, 4, 1, 2, 4, 3, 3, 3, 3, 1, 1, 2, 1, 1, 1, 2, 2, 1, 4, 2, 1, 2, 1, 4, 2, 1, 4, 2, 2, 4, 2, 3, 4, 2, 2, 4, 4, 3, 2, 3, 2, 3, 4, 3, 2, 4, 4, 4, 4, 1, 1, 4, 4, 3, 4, 4, 3, 1, 3, 3, 2, 2, 1, 1, 4, 4, 1, 2, 3, 2, 2, 4, 3, 3, 2, 1, 2, 1, 4, 4, 4, 4, 4, 2, 3, 4, 1, 2, 3, 1, 1, 1, 3, 4, 4, 4, 3, 3, 3, 1, 4, 3, 1, 1, 1, 3, 4, 3, 4, 2, 3, 1, 3, 1, 2, 1, 4, 4, 4, 1, 3, 4, 1, 3, 3, 2, 2, 1, 1, 2, 4, 1, 4, 1, 3, 3, 1, 2, 2, 4, 2, 4, 3, 1"
"N288_M4_SD3_r0.2_N9L4F2T8";"N9L4F2T8";"288";"4";0.2;"kplus-skew-kurtosis";"3, 4, 3, 4, 3, 2, 4, 2, 3, 2, 1, 2, 2, 3, 3, 4, 2, 1, 4, 4, 3, 3, 3, 4, 3, 3, 4, 2, 4, 1, 1, 1, 1, 2, 3, 4, 1, 2, 2, 3, 4, 1, 4, 4, 1, 1, 3, 4, 1, 2, 2, 2, 1, 2, 4, 3, 2, 4, 4, 2, 2, 4, 1, 1, 2, 2, 1, 4, 2, 3, 2, 3, 4, 2, 4, 4, 2, 4, 4, 1, 2, 4, 3, 1, 1, 4, 1, 4, 4, 3, 1, 1, 1, 1, 4, 2, 4, 2, 3, 3, 4, 1, 2, 2, 1, 4, 3, 1, 4, 4, 1, 2, 3, 2, 2, 1, 4, 2, 1, 1, 2, 2, 3, 4, 4, 4, 1, 1, 3, 3, 2, 1, 3, 2, 4, 3, 1, 3, 1, 2, 3, 3, 4, 2, 2, 2, 4, 3, 3, 3, 1, 4, 3, 1, 3, 1, 3, 1, 2, 2, 2, 1, 4, 4, 4, 2, 3, 2, 3, 4, 1, 1, 2, 4, 2, 4, 3, 3, 2, 4, 2, 2, 4, 4, 4, 4, 1, 3, 1, 3, 4, 1, 1, 2, 2, 2, 1, 1, 3, 2, 1, 1, 1, 3, 4, 1, 3, 1, 2, 2, 1, 4, 1, 4, 2, 3, 3, 2, 2, 3, 2, 1, 1, 3, 3, 4, 3, 2, 3, 1, 4, 4, 2, 1, 1, 3, 1, 1, 4, 3, 3, 1, 1, 1, 4, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 2, 4, 4, 3, 3, 2, 2, 3, 4, 1, 4, 4, 1, 3, 2, 2, 3, 1, 2, 4, 2, 3, 1, 3, 1, 4, 1, 2, 1, 2, 3, 2"
"N288_M4_SD3_r0.2_N9L4F2T8";"N9L4F2T8";"288";"4";0.2;"kplus-correlation";"4, 4, 4, 3, 1, 3, 1, 4, 1, 3, 1, 2, 4, 3, 2, 4, 4, 3, 4, 3, 2, 2, 3, 2, 1, 4, 3, 1, 1, 3, 3, 2, 3, 1, 2, 1, 1, 1, 4, 1, 2, 1, 1, 4, 3, 2, 1, 2, 1, 2, 1, 1, 2, 2, 4, 1, 4, 4, 1, 2, 4, 4, 4, 2, 1, 3, 2, 2, 3, 3, 3, 4, 2, 1, 1, 4, 2, 2, 4, 1, 4, 2, 3, 1, 2, 1, 3, 1, 4, 3, 4, 4, 4, 4, 2, 1, 4, 1, 2, 3, 3, 3, 2, 1, 3, 2, 2, 3, 4, 2, 2, 1, 2, 3, 3, 1, 2, 3, 4, 4, 3, 2, 2, 4, 3, 3, 2, 3, 2, 1, 4, 4, 3, 2, 1, 1, 1, 4, 3, 2, 2, 2, 3, 4, 4, 2, 3, 3, 4, 1, 3, 4, 1, 3, 3, 4, 3, 4, 3, 1, 3, 4, 4, 2, 3, 4, 1, 2, 3, 2, 4, 1, 2, 4, 4, 4, 1, 2, 1, 1, 1, 4, 4, 3, 1, 2, 2, 1, 3, 4, 2, 3, 2, 1, 3, 1, 3, 1, 4, 1, 1, 1, 3, 3, 3, 4, 1, 3, 2, 3, 4, 3, 3, 3, 2, 2, 2, 4, 2, 4, 2, 2, 3, 3, 1, 3, 3, 1, 4, 4, 2, 3, 4, 4, 4, 2, 3, 1, 4, 4, 2, 2, 4, 2, 3, 4, 2, 1, 3, 3, 4, 4, 2, 1, 3, 3, 1, 1, 4, 3, 1, 3, 3, 2, 2, 3, 4, 1, 1, 2, 1, 1, 4, 4, 4, 2, 1, 2, 2, 2, 4, 1, 2, 1, 2, 1, 1, 1"
"N288_M4_SD3_r0.2_N9L4F2T8";"N9L4F2T8";"288";"4";0.2;"random";"1, 1, 3, 4, 2, 2, 1, 4, 4, 1, 4, 3, 3, 3, 3, 4, 2, 4, 4, 3, 1, 1, 3, 4, 1, 3, 2, 1, 3, 2, 3, 2, 2, 4, 4, 2, 4, 4, 1, 3, 2, 4, 1, 1, 4, 4, 2, 2, 1, 2, 1, 2, 3, 4, 2, 3, 4, 1, 1, 2, 1, 1, 2, 3, 3, 4, 1, 2, 3, 2, 4, 2, 2, 4, 2, 3, 4, 4, 4, 3, 2, 2, 3, 1, 4, 4, 2, 4, 1, 2, 4, 3, 2, 4, 4, 2, 1, 3, 2, 3, 4, 3, 4, 3, 4, 3, 3, 2, 2, 1, 3, 4, 2, 3, 1, 2, 3, 1, 1, 3, 4, 1, 4, 4, 4, 2, 3, 4, 2, 1, 2, 3, 1, 4, 2, 2, 2, 3, 1, 1, 1, 3, 3, 2, 2, 3, 2, 1, 3, 4, 3, 2, 1, 2, 2, 3, 2, 4, 3, 3, 1, 3, 3, 1, 4, 2, 1, 4, 3, 4, 4, 1, 3, 3, 2, 3, 1, 3, 1, 1, 2, 2, 2, 2, 1, 3, 1, 4, 2, 2, 1, 1, 4, 1, 1, 3, 4, 4, 2, 3, 1, 4, 3, 1, 2, 3, 2, 1, 1, 1, 3, 1, 4, 4, 2, 2, 3, 4, 4, 1, 4, 1, 1, 2, 2, 1, 4, 3, 1, 2, 1, 4, 4, 1, 2, 3, 1, 1, 2, 2, 4, 4, 4, 3, 1, 4, 3, 1, 1, 4, 3, 2, 1, 1, 2, 2, 3, 1, 3, 4, 4, 4, 4, 3, 3, 2, 2, 3, 1, 4, 3, 4, 3, 2, 3, 4, 2, 4, 1, 4, 3, 2, 1, 3, 1, 1, 3, 3"
"N288_M6_SD3_r0.4_Q0A6E8T2";"Q0A6E8T2";"288";"6";0.4;"diversity";"1, 2, 4, 2, 2, 1, 2, 2, 2, 4, 1, 3, 4, 4, 3, 3, 1, 1, 3, 3, 2, 1, 3, 4, 1, 4, 3, 3, 2, 1, 3, 2, 4, 1, 3, 1, 3, 1, 3, 2, 3, 4, 4, 4, 4, 4, 1, 3, 2, 4, 4, 1, 3, 3, 1, 3, 3, 3, 4, 1, 3, 4, 4, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 3, 1, 3, 4, 1, 3, 4, 2, 3, 3, 1, 1, 4, 1, 2, 2, 1, 3, 2, 1, 1, 1, 3, 2, 4, 2, 3, 4, 2, 1, 4, 3, 2, 1, 2, 4, 1, 4, 3, 4, 1, 2, 1, 4, 3, 1, 3, 3, 2, 3, 1, 4, 4, 1, 1, 4, 1, 4, 3, 2, 2, 3, 3, 1, 2, 4, 4, 2, 4, 2, 4, 4, 2, 2, 3, 1, 1, 4, 2, 1, 2, 2, 4, 2, 3, 1, 2, 2, 2, 1, 3, 1, 1, 4, 2, 3, 1, 4, 4, 3, 4, 2, 3, 3, 4, 3, 4, 4, 2, 4, 1, 2, 1, 4, 3, 2, 1, 2, 3, 4, 3, 3, 4, 3, 3, 3, 2, 3, 4, 4, 4, 1, 2, 2, 4, 2, 3, 3, 4, 2, 3, 1, 3, 2, 3, 2, 2, 3, 1, 4, 4, 4, 4, 4, 1, 2, 1, 3, 1, 1, 2, 3, 1, 3, 2, 4, 2, 3, 1, 2, 4, 2, 4, 2, 2, 4, 1, 3, 4, 1, 1, 4, 4, 3, 2, 3, 1, 4, 2, 3, 3, 3, 4, 4, 1, 4, 2, 2, 4, 1, 3, 2, 1, 2, 4, 2, 1, 1, 3, 1, 1, 3, 2"
"N288_M6_SD3_r0.4_Q0A6E8T2";"Q0A6E8T2";"288";"6";0.4;"k-means";"3, 3, 3, 2, 1, 4, 4, 1, 1, 4, 4, 3, 1, 2, 4, 2, 4, 1, 3, 4, 2, 3, 2, 2, 3, 2, 1, 1, 4, 3, 1, 2, 4, 1, 1, 1, 2, 4, 4, 3, 3, 1, 4, 2, 3, 2, 1, 4, 3, 4, 3, 2, 3, 1, 3, 4, 3, 2, 4, 2, 3, 4, 1, 1, 1, 3, 1, 2, 4, 2, 1, 1, 4, 2, 4, 4, 4, 4, 4, 3, 1, 2, 2, 2, 2, 1, 4, 3, 4, 4, 3, 3, 1, 3, 3, 4, 3, 4, 1, 3, 3, 4, 3, 1, 3, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3, 3, 3, 3, 3, 4, 2, 2, 2, 4, 2, 1, 1, 4, 4, 2, 1, 1, 4, 2, 3, 3, 3, 1, 1, 2, 2, 3, 2, 1, 1, 4, 3, 1, 4, 1, 1, 4, 2, 2, 3, 1, 2, 4, 4, 1, 3, 2, 4, 1, 4, 4, 1, 4, 1, 3, 2, 1, 4, 3, 2, 2, 3, 4, 4, 3, 2, 1, 3, 1, 4, 4, 2, 3, 4, 1, 3, 3, 3, 4, 4, 1, 1, 3, 1, 2, 4, 1, 2, 4, 2, 3, 1, 2, 2, 4, 2, 4, 1, 3, 2, 4, 3, 4, 3, 2, 1, 1, 1, 3, 4, 3, 1, 1, 3, 4, 1, 1, 2, 4, 2, 3, 1, 1, 3, 1, 1, 2, 2, 1, 1, 4, 3, 1, 2, 1, 2, 2, 4, 2, 2, 2, 3, 4, 4, 3, 2, 2, 2, 3, 3, 4, 4, 2, 3, 1, 2, 3, 3, 1, 3, 3, 4, 4, 1, 1, 2, 1, 3"
